DateTime,Financial_Year,Voucher_No,Voucher_Type,Branch,Cost_Center,Party_Code,Party_Name,GSTIN,State,Item_Code,Item_Name,HSN_Code,Quantity,Rate,Taxable_Value,GST_Rate_%,CGST,SGST,IGST,Invoice_Total,Payment_Mode,Payment_Status,Entered_By,Record_Status,Is_Anomaly,Anomaly_Type,Anomaly_Severity,Expected_Value,Actual_Value,Audit_Reason
09-04-2025,2026-27,VCH-005438,Journal,Pune Branch,Administration,,,,,ITM010,1080p Webcam,8525,1,0.0,171663.85,18,0.0,0.0,0.0,INV-0005438,Credit,Cleared,purchase1,Normal,1,Suspicious User Activity,High,,,Transaction is associated with an unusual user/activity pattern.
03-02-2026,2026-27,VCH-005439,Receipt,Bengaluru Branch,Sales,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM012,UPS 1KVA,8504,1,0.0,62965.43,18,0.0,0.0,0.0,INV-0005439,UPI,Pending,sales2,Normal,1,Ledger Imbalance,Critical,,,Debit/credit relationship does not reconcile.
12-05-2026,2025-26,VCH-005440,Purchase,Ahmedabad Branch,Warehouse,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM011,Network Switch,8517,12,6145.01,73740.12,18,6636.61,6636.61,0.0,INV-0005440,Credit,Cleared,purchase1,Normal,0,,Normal,,,
13-04-2026,2025-26,VCH-005441,Payment,Mumbai HO,Administration,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM008,1TB SSD,8523,1,0.0,246875.69,18,0.0,0.0,0.0,INV-0005441,UPI,Partly Paid,purchase1,Normal,0,,Normal,,,
09-04-2026,2024-25,VCH-005442,Purchase,Pune Branch,Warehouse,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM009,Wi-Fi Router,8517,11,3372.0,37092.0,18,0.0,0.0,6676.56,INV-0005442,RTGS,Partly Paid,sales2,Normal,1,Unusual Voucher Sequence,Medium,,,Voucher sequence is inconsistent with expected chronological numbering.
03-02-2027,2024-25,VCH-005443,Debit Note,Bengaluru Branch,IT Support,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM001,Business Laptop,8471,1,50941.45,50941.45,18,0.0,0.0,9169.46,INV-0005443,Bank,Cleared,sales1,Normal,0,,Normal,,,
11-11-2026,2024-25,VCH-005444,Purchase Return,Ahmedabad Branch,Purchase,SUP002,Metro Wholesale,0,Gujarat,ITM011,Network Switch,8517,15,6256.78,-93851.7,18,0.0,0.0,-16893.31,INV-0005444,NEFT,Cleared,admin,Normal,1,GST Mismatch,High,0,0,Recorded tax does not reconcile with the taxable amount and tax rate.
01-10-2025,2025-26,VCH-005445,Sales,Pune Branch,Sales,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM007,Laser Printer,8443,8,16645.21,133161.68,18,11984.55,11984.55,0.0,INV-0005445,UPI,Cleared,accounts2,Normal,0,,Normal,,,
16-12-2025,2024-25,VCH-005446,Payment,Pune Branch,Administration,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM002,Gaming Laptop,8471,1,0.0,116370.88,18,0.0,0.0,0.0,INV-0005446,UPI,Cleared,accounts2,Normal,0,,Normal,,,
01-08-2026,2024-25,VCH-005447,Sales,Pune Branch,Administration,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM003,24-inch Monitor,8528,10,11901.63,119016.3,18,0.0,0.0,21422.93,INV-0005447,NEFT,Pending,sales1,Normal,0,,Normal,,,
25-01-2026,2025-26,VCH-005448,Purchase,Mumbai HO,Sales,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM004,27-inch Monitor,8528,12,14053.18,168638.16,18,0.0,0.0,30354.87,INV-0005448,Cash,Pending,accounts2,Normal,0,,Normal,,,
07-02-2026,2025-26,VCH-005449,Purchase,Bengaluru Branch,Warehouse,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM005,Mechanical Keyboard,8471,14,2886.73,40414.22,18,0.0,0.0,7274.56,INV-0005449,NEFT,Cleared,accounts1,Normal,1,Ledger Imbalance,Critical,,,Debit/credit relationship does not reconcile.
01-08-2025,2025-26,VCH-005450,Receipt,Ahmedabad Branch,Sales,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM002,Gaming Laptop,8471,1,0.0,11516.8,18,0.0,0.0,0.0,INV-0005450,RTGS,Cleared,admin,Normal,1,Round Amount,Low,,,Large exact-round transaction warrants manual review.
03-10-2025,2025-26,VCH-005451,Sales,Mumbai HO,Administration,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM012,UPS 1KVA,8504,4,7891.69,31566.76,18,0.0,0.0,5682.02,INV-0005451,UPI,Cleared,purchase1,Normal,0,,Normal,,,
23-09-2026,2026-27,VCH-005452,Sales,Mumbai HO,Warehouse,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM012,UPS 1KVA,8504,15,7575.04,113625.6,18,0.0,0.0,20452.61,INV-0005452,RTGS,Cleared,accounts1,Normal,0,,Normal,,,
07-12-2026,2024-25,VCH-005453,Sales Return,Ahmedabad Branch,Sales,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM010,1080p Webcam,8525,10,3062.02,-30620.2,18,-2755.82,-2755.82,0.0,INV-0005453,Bank,Cleared,purchase1,Normal,0,,Normal,,,
25-10-2026,2024-25,VCH-005454,Sales,Pune Branch,IT Support,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM005,Mechanical Keyboard,8471,7,4057.93,28405.51,18,0.0,0.0,5112.99,INV-0005454,RTGS,Cleared,accounts2,Normal,1,Backdated Entry,Medium,,,Voucher date is unusually far behind the surrounding transaction period.
11-11-2025,2024-25,VCH-005455,Sales,Bengaluru Branch,IT Support,CUST007,Nova Digital,36ABCDE7890M1Z9,Telangana,ITM007,Laser Printer,8443,2,17972.38,35944.76,18,0.0,0.0,6470.06,INV-0005455,RTGS,Pending,accounts2,Normal,0,,Normal,,,
09-07-2025,2025-26,VCH-005456,Payment,Pune Branch,Purchase,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM009,Wi-Fi Router,8517,1,0.0,246658.38,18,0.0,0.0,0.0,INV-0005456,Credit,Partly Paid,purchase1,Normal,1,Invalid GSTIN,High,,,GST identification value is syntactically or logically invalid.
26-07-2025,2024-25,VCH-005457,Purchase Return,Bengaluru Branch,IT Support,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM006,Wireless Mouse,8471,2,1112.11,-2224.22,18,0.0,0.0,-400.36,INV-0005457,Cash,Cleared,purchase1,Normal,0,,Normal,,,
13-01-2026,2025-26,VCH-005458,Sales,Bengaluru Branch,Purchase,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM010,1080p Webcam,8525,12,4209.3,50511.6,18,4546.04,4546.04,0.0,INV-0005458,UPI,Cleared,purchase1,Normal,0,,Normal,,,
13-04-2026,2024-25,VCH-005459,Purchase,Mumbai HO,Purchase,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM001,Business Laptop,8471,8,36056.58,288452.64,18,0.0,0.0,51921.48,INV-0005459,UPI,Cleared,purchase1,Normal,0,,Normal,,,
12-01-2027,2025-26,VCH-005460,Receipt,Ahmedabad Branch,Warehouse,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM004,27-inch Monitor,8528,1,0.0,225487.41,18,0.0,0.0,0.0,INV-0005460,NEFT,Partly Paid,accounts1,Normal,0,,Normal,,,
17-01-2027,2026-27,VCH-005461,Purchase,Bengaluru Branch,IT Support,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM008,1TB SSD,8523,10,5857.87,58578.7,18,0.0,0.0,10544.17,INV-0005461,RTGS,Cleared,admin,Normal,0,,Normal,,,
02-04-2025,2024-25,VCH-005462,Receipt,Bengaluru Branch,Purchase,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM005,Mechanical Keyboard,8471,1,0.0,195346.6,18,0.0,0.0,0.0,INV-0005462,NEFT,Pending,sales2,Normal,1,Wrong Tax Rate,High,,,Applied tax rate is inconsistent with the expected rate.
30-08-2026,2026-27,VCH-005463,Payment,Mumbai HO,Administration,SUP001,Prime Components,27SUPPL1234A1Z5,Maharashtra,ITM009,Wi-Fi Router,8517,1,0.0,58557.09,18,0.0,0.0,0.0,INV-0005463,Credit,Partly Paid,accounts1,Normal,0,,Normal,,,
05-11-2025,2024-25,VCH-005464,Sales Return,Mumbai HO,Purchase,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM003,24-inch Monitor,8528,3,9507.94,-28523.82,18,0.0,0.0,-5134.29,INV-0005464,Credit,Cleared,accounts2,Normal,0,,Normal,,,
23-08-2025,2025-26,VCH-005465,Receipt,Bengaluru Branch,Purchase,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM004,27-inch Monitor,8528,1,0.0,218881.93,18,0.0,0.0,0.0,INV-0005465,Credit,Cleared,admin,Normal,1,Unusual Amount,Medium,,,Transaction amount is statistically unusual compared with the baseline.
11-05-2026,2024-25,VCH-005466,Credit Note,Mumbai HO,Sales,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM011,Network Switch,8517,1,6758.07,-6758.07,18,-608.23,-608.23,0.0,INV-0005466,RTGS,Partly Paid,accounts1,Normal,0,,Normal,,,
25-04-2025,2025-26,VCH-005467,Purchase,Bengaluru Branch,Purchase,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM006,Wireless Mouse,8471,12,920.73,11048.76,18,0.0,0.0,1988.78,INV-0005467,UPI,Cleared,accounts2,Normal,0,,Normal,,,
30-11-2025,2025-26,VCH-005468,Payment,Bengaluru Branch,Purchase,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM009,Wi-Fi Router,8517,1,0.0,219203.47,18,0.0,0.0,0.0,INV-0005468,RTGS,Pending,sales2,Normal,0,,Normal,,,
09-05-2026,2026-27,VCH-005469,Sales,Ahmedabad Branch,Purchase,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM008,1TB SSD,8523,8,7741.07,61928.56,18,5573.57,5573.57,0.0,INV-0005469,UPI,Partly Paid,admin,Normal,0,,Normal,,,
16-10-2025,2024-25,VCH-005470,Receipt,Mumbai HO,IT Support,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM011,Network Switch,8517,1,0.0,204621.81,18,0.0,0.0,0.0,INV-0005470,NEFT,Cleared,admin,Normal,0,,Normal,,,
08-06-2026,2026-27,VCH-005471,Purchase,Mumbai HO,Administration,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM001,Business Laptop,8471,11,36172.97,397902.67,18,0.0,0.0,71622.48,INV-0005471,NEFT,Cleared,sales2,Normal,0,,Normal,,,
02-03-2026,2024-25,VCH-005472,Receipt,Bengaluru Branch,Warehouse,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM004,27-inch Monitor,8528,1,0.0,107654.82,18,0.0,0.0,0.0,INV-0005472,Bank,Cleared,sales2,Normal,0,,Normal,,,
05-11-2026,2024-25,VCH-005473,Sales,Pune Branch,Purchase,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM006,Wireless Mouse,8471,7,1427.96,9995.72,18,0.0,0.0,1799.23,INV-0005473,NEFT,Cleared,accounts2,Normal,0,,Normal,,,
11-08-2025,2025-26,VCH-005474,Purchase,Pune Branch,Administration,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM012,UPS 1KVA,8504,9,5856.72,52710.48,18,0.0,0.0,9487.89,INV-0005474,NEFT,Cleared,sales2,Normal,0,,Normal,,,
12-05-2025,2026-27,VCH-005475,Sales,Ahmedabad Branch,Administration,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM003,24-inch Monitor,8528,14,12695.95,177743.3,18,0.0,0.0,31993.79,INV-0005475,Cash,Cleared,accounts1,Normal,0,,Normal,,,
22-04-2026,2026-27,VCH-005476,Receipt,Bengaluru Branch,IT Support,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM009,Wi-Fi Router,8517,1,0.0,161073.78,18,0.0,0.0,0.0,INV-0031825,Bank,Partly Paid,accounts2,Normal,1,Duplicate Invoice,High,Unique invoice number,INV-0031825,Invoice identifier appears duplicated or reused.
05-10-2025,2025-26,VCH-005477,Payment,Pune Branch,IT Support,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM001,Business Laptop,8471,1,0.0,111462.05,18,0.0,0.0,0.0,INV-0005477,Cash,Pending,accounts2,Normal,0,,Normal,,,
29-08-2026,2025-26,VCH-005478,Purchase Return,Pune Branch,Administration,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM010,1080p Webcam,8525,14,3593.33,-50306.62,18,0.0,0.0,-9055.19,INV-0005478,RTGS,Pending,admin,Normal,0,,Normal,,,
08-06-2025,2025-26,VCH-005479,Receipt,Mumbai HO,IT Support,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM009,Wi-Fi Router,8517,1,0.0,176330.91,18,0.0,0.0,0.0,INV-0005479,NEFT,Cleared,sales2,Normal,0,,Normal,,,
25-05-2026,2024-25,VCH-005480,Debit Note,Ahmedabad Branch,Warehouse,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM003,24-inch Monitor,8528,1,13257.61,13257.61,18,1193.18,1193.18,0.0,INV-0005480,UPI,Pending,sales1,Normal,0,,Normal,,,
24-03-2027,2026-27,VCH-005481,Sales,Pune Branch,IT Support,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM004,27-inch Monitor,8528,4,19191.31,76765.24,18,0.0,0.0,13817.74,INV-0005481,NEFT,Cleared,accounts2,Normal,1,Round Amount,Low,,,Large exact-round transaction warrants manual review.
07-06-2025,2025-26,VCH-005482,Sales,Bengaluru Branch,Purchase,CUST007,Nova Digital,36ABCDE7890M1Z9,Telangana,ITM001,Business Laptop,8471,9,56856.38,511707.42,18,0.0,0.0,92107.34,INV-0005482,Credit,Cleared,admin,Normal,0,,Normal,,,
07-11-2025,2024-25,VCH-005483,Sales,Pune Branch,Sales,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM004,27-inch Monitor,8528,3,21072.67,63218.01,18,5689.62,5689.62,0.0,INV-0005483,NEFT,Cleared,purchase1,Normal,0,,Normal,,,
08-12-2026,2024-25,VCH-005484,Sales,Ahmedabad Branch,Administration,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM012,UPS 1KVA,8504,1,7887.11,7887.11,18,709.84,709.84,0.0,INV-0005484,Credit,Cleared,accounts1,Normal,0,,Normal,,,
25-04-2026,2024-25,VCH-005485,Payment,Mumbai HO,IT Support,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM009,Wi-Fi Router,8517,1,0.0,80378.96,18,0.0,0.0,0.0,INV-0005485,Bank,Cleared,admin,Normal,0,,Normal,,,
06-08-2025,2025-26,VCH-005486,Purchase,Ahmedabad Branch,Warehouse,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM010,1080p Webcam,8525,5,3238.58,16192.9,18,0.0,0.0,2914.72,INV-0005486,UPI,Pending,sales2,Normal,1,Ledger Imbalance,Critical,,,Debit/credit relationship does not reconcile.
03-09-2025,2025-26,VCH-005487,Sales,Mumbai HO,Warehouse,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM012,UPS 1KVA,8504,15,7272.73,109090.95,18,0.0,0.0,19636.37,INV-0005487,Credit,Cleared,sales2,Normal,1,Duplicate Payment,High,,,Payment pattern is consistent with a duplicate settlement.
11-10-2026,2026-27,VCH-005488,Journal,Pune Branch,Purchase,,,,,ITM006,Wireless Mouse,8471,1,0.0,129872.14,18,0.0,0.0,0.0,INV-0005488,Cash,Cleared,sales2,Normal,0,,Normal,,,
20-12-2026,2025-26,VCH-005489,Purchase,Ahmedabad Branch,Sales,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM007,Laser Printer,8443,6,12604.22,75625.32,18,0.0,0.0,13612.56,INV-0005489,Credit,Partly Paid,sales1,Normal,0,,Normal,,,
20-12-2025,2025-26,VCH-005490,Purchase,Pune Branch,Purchase,SUP003,Nova Electronics,0,Delhi,ITM007,Laser Printer,8443,14,12113.12,169583.68,18,0.0,0.0,30525.06,INV-0005490,Bank,Cleared,accounts2,Normal,1,GST Mismatch,High,0,0,Recorded tax does not reconcile with the taxable amount and tax rate.
12-03-2026,2024-25,VCH-005491,Purchase,Pune Branch,IT Support,SUP001,Prime Components,27SUPPL1234A1Z5,Maharashtra,ITM011,Network Switch,8517,7,6105.56,42738.92,18,3846.5,3846.5,0.0,INV-0005491,UPI,Partly Paid,accounts1,Normal,0,,Normal,,,
24-10-2026,2024-25,VCH-005492,Purchase,Bengaluru Branch,Administration,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM008,1TB SSD,8523,5,5520.84,27604.2,18,0.0,0.0,4968.76,INV-0005492,Bank,Pending,accounts1,Normal,0,,Normal,,,
08-08-2025,2025-26,VCH-005493,Sales,Pune Branch,Warehouse,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM010,1080p Webcam,8525,9,4111.02,36999.18,18,3329.93,3329.93,0.0,INV-0005493,NEFT,Pending,accounts2,Normal,0,,Normal,,,
29-08-2025,2026-27,VCH-005494,Payment,Pune Branch,IT Support,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM005,Mechanical Keyboard,8471,1,0.0,219007.4,18,0.0,0.0,0.0,INV-0005494,UPI,Partly Paid,admin,Normal,0,,Normal,,,
18-10-2026,2025-26,VCH-005495,Sales,Ahmedabad Branch,IT Support,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM007,Laser Printer,8443,6,16555.67,99334.02,18,0.0,0.0,17880.12,INV-0005495,NEFT,Pending,accounts1,Normal,0,,Normal,,,
15-08-2025,2024-25,VCH-005496,Purchase,Mumbai HO,Purchase,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM006,Wireless Mouse,8471,7,1087.39,7611.73,18,0.0,0.0,1370.11,INV-0005496,RTGS,Cleared,admin,Normal,0,,Normal,,,
15-10-2026,2024-25,VCH-005497,Purchase,Ahmedabad Branch,Warehouse,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM007,Laser Printer,8443,4,12574.18,50296.72,18,0.0,0.0,9053.41,INV-0005497,UPI,Pending,purchase1,Normal,0,,Normal,,,
29-03-2026,2025-26,VCH-005498,Purchase,Mumbai HO,IT Support,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM010,1080p Webcam,8525,14,2889.54,40453.56,18,0.0,0.0,7281.64,INV-0005498,Credit,Cleared,admin,Normal,0,,Normal,,,
24-03-2027,2026-27,VCH-005499,Sales,Ahmedabad Branch,Warehouse,CUST007,Nova Digital,36ABCDE7890M1Z9,Telangana,ITM004,27-inch Monitor,8528,14,20912.9,292780.6,18,0.0,0.0,52700.51,INV-0005499,NEFT,Cleared,sales1,Normal,0,,Normal,,,
25-04-2025,2026-27,VCH-005500,Journal,Ahmedabad Branch,IT Support,,,,,ITM007,Laser Printer,8443,1,0.0,9315.14,18,0.0,0.0,0.0,INV-0005500,NEFT,Cleared,sales1,Normal,0,,Normal,,,
20-02-2027,2024-25,VCH-005501,Receipt,Ahmedabad Branch,Sales,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM003,24-inch Monitor,8528,1,0.0,11565.58,18,0.0,0.0,0.0,INV-0005501,RTGS,Cleared,accounts2,Normal,1,Unusual Voucher Sequence,Medium,,,Voucher sequence is inconsistent with expected chronological numbering.
12-09-2025,2025-26,VCH-005502,Sales,Ahmedabad Branch,IT Support,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM009,Wi-Fi Router,8517,7,5378.22,37647.54,18,0.0,0.0,6776.56,INV-0005502,Bank,Cleared,accounts1,Normal,0,,Normal,,,
26-04-2025,2025-26,VCH-005503,Credit Note,Ahmedabad Branch,Warehouse,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM009,Wi-Fi Router,8517,1,3720.01,-3720.01,18,-334.8,-334.8,0.0,INV-0005503,Bank,Pending,accounts1,Normal,0,,Normal,,,
11-09-2026,2024-25,VCH-005504,Purchase Return,Mumbai HO,Administration,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM004,27-inch Monitor,8528,2,13470.7,-26941.4,18,0.0,0.0,-4849.45,INV-0005504,NEFT,Cleared,accounts2,Normal,0,,Normal,,,
24-04-2026,2025-26,VCH-005505,Purchase,Pune Branch,Administration,SUP001,Prime Components,27SUPPL1234A1Z5,Maharashtra,ITM005,Mechanical Keyboard,8471,11,2457.97,27037.67,18,2433.39,2433.39,0.0,INV-0005505,RTGS,Cleared,accounts1,Normal,0,,Normal,,,
03-12-2026,2025-26,VCH-005506,Receipt,Mumbai HO,Warehouse,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM005,Mechanical Keyboard,8471,1,0.0,39153.98,18,0.0,0.0,0.0,INV-0005506,Cash,Partly Paid,sales2,Normal,0,,Normal,,,
19-06-2025,2026-27,VCH-005507,Sales,Pune Branch,Administration,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM008,1TB SSD,8523,14,7689.94,107659.16,18,9689.32,9689.32,0.0,INV-0005507,Bank,Cleared,admin,Normal,1,Missing Reference,Medium,,,Required supporting reference is absent.
29-05-2025,2025-26,VCH-005508,Sales,Pune Branch,IT Support,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM003,24-inch Monitor,8528,11,12183.65,134020.15,18,0.0,0.0,24123.63,INV-0005508,NEFT,Cleared,purchase1,Normal,0,,Normal,,,
20-05-2026,2024-25,VCH-005509,Journal,Ahmedabad Branch,Warehouse,,,,,ITM008,1TB SSD,8523,1,0.0,245730.42,18,0.0,0.0,0.0,INV-0005509,Bank,Partly Paid,accounts2,Normal,0,,Normal,,,
04-01-2027,2026-27,VCH-005510,Sales,Pune Branch,Administration,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM008,1TB SSD,8523,14,7689.94,107659.16,18,9689.32,9689.32,0.0,INV-0005510,Bank,Cleared,admin,Normal,0,,Normal,,,
22-01-2026,2025-26,VCH-005511,Purchase,Ahmedabad Branch,IT Support,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM002,Gaming Laptop,8471,10,70840.78,708407.8,18,0.0,0.0,127513.4,INV-0005511,NEFT,Pending,admin,Normal,0,,Normal,,,
04-11-2026,2025-26,VCH-005512,Receipt,Pune Branch,Warehouse,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM011,Network Switch,8517,1,0.0,99894.63,18,0.0,0.0,0.0,INV-0005512,UPI,Partly Paid,admin,Normal,1,Round Amount,Low,,,Large exact-round transaction warrants manual review.
22-01-2027,2026-27,VCH-005513,Purchase,Ahmedabad Branch,IT Support,SUP001,Prime Components,27SUPPL1234A1Z5,Maharashtra,ITM004,27-inch Monitor,8528,12,14228.13,170737.56,18,15366.38,15366.38,0.0,INV-0078246,Cash,Cleared,purchase1,Normal,1,Duplicate Invoice,High,Unique invoice number,INV-0078246,Invoice identifier appears duplicated or reused.
26-12-2026,2024-25,VCH-005514,Purchase,Mumbai HO,Purchase,SUP004,Galaxy Distribution,0,Karnataka,ITM004,27-inch Monitor,8528,10,14044.02,140440.2,18,0.0,0.0,25279.24,INV-0005514,Credit,Cleared,sales1,Normal,1,GST Mismatch,High,0,0,Recorded tax does not reconcile with the taxable amount and tax rate.
07-04-2026,2026-27,VCH-005515,Purchase,Mumbai HO,Administration,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM009,Wi-Fi Router,8517,8,3766.83,30134.64,18,0.0,0.0,5424.24,INV-0005515,NEFT,Pending,accounts2,Normal,0,,Normal,,,
23-08-2026,2025-26,VCH-005516,Purchase,Mumbai HO,Purchase,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM007,Laser Printer,8443,10,12692.62,126926.2,18,0.0,0.0,22846.72,INV-0005516,NEFT,Cleared,sales1,Normal,0,,Normal,,,
19-04-2026,2024-25,VCH-005517,Purchase,Bengaluru Branch,Administration,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM006,Wireless Mouse,8471,13,1073.0,13949.0,18,0.0,0.0,2510.82,INV-0005517,Credit,Cleared,accounts2,Normal,0,,Normal,,,
06-08-2026,2024-25,VCH-005518,Sales,Ahmedabad Branch,IT Support,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM007,Laser Printer,8443,11,18509.3,203602.3,18,18324.21,18324.21,0.0,INV-0005518,UPI,Partly Paid,sales1,Normal,0,,Normal,,,
19-05-2026,2024-25,VCH-005519,Payment,Bengaluru Branch,IT Support,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM001,Business Laptop,8471,1,0.0,20092.59,18,0.0,0.0,0.0,INV-0005519,Bank,Partly Paid,sales1,Normal,0,,Normal,,,
19-04-2026,2025-26,VCH-005520,Purchase Return,Bengaluru Branch,Sales,SUP001,Prime Components,27SUPPL1234A1Z5,Maharashtra,ITM004,27-inch Monitor,8528,7,15556.68,-108896.76,18,-9800.71,-9800.71,0.0,INV-0005520,Cash,Cleared,accounts2,Normal,0,,Normal,,,
13-02-2026,2025-26,VCH-005521,Purchase,Mumbai HO,Purchase,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM009,Wi-Fi Router,8517,7,3613.59,25295.13,18,0.0,0.0,4553.12,INV-0005521,UPI,Cleared,purchase1,Normal,0,,Normal,,,
21-07-2026,2025-26,VCH-005522,Purchase,Ahmedabad Branch,Administration,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM010,1080p Webcam,8525,3,3603.04,10809.12,18,0.0,0.0,1945.64,INV-0005522,NEFT,Cleared,purchase1,Normal,0,,Normal,,,
01-10-2026,2024-25,VCH-005523,Purchase,Ahmedabad Branch,Purchase,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM003,24-inch Monitor,8528,2,8626.84,17253.68,18,0.0,0.0,3105.66,INV-0005523,RTGS,Pending,sales1,Normal,0,,Normal,,,
31-01-2027,2026-27,VCH-005524,Payment,Ahmedabad Branch,Warehouse,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM011,Network Switch,8517,1,0.0,212393.94,18,0.0,0.0,0.0,INV-0005524,NEFT,Cleared,admin,Normal,0,,Normal,,,
22-06-2026,2024-25,VCH-005525,Receipt,Mumbai HO,Warehouse,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM001,Business Laptop,8471,1,0.0,239567.01,18,0.0,0.0,0.0,INV-0005525,Cash,Cleared,accounts1,Normal,1,Round Amount,Low,,,Large exact-round transaction warrants manual review.
13-06-2025,2026-27,VCH-005526,Payment,Pune Branch,Warehouse,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM008,1TB SSD,8523,1,0.0,118043.55,18,0.0,0.0,0.0,INV-0005526,Credit,Pending,admin,Normal,0,,Normal,,,
